job-title,job-description-html,job-location,job-salary,job-url,job-type
"
      Consultant CyberArk/PAM - Luxembourg
    ","<p>🚀 OPPORTUNITE – EXPERT CyberArk - Freelance ! 🛡️</p><p> </p><p>🏢Client: Un acteur de renom du secteur bancaire</p><p> 📍 Où ? Luxembourg</p><p>📆Type: CDI</p><p>🌐Télétravail : 1J/semaine ; nous souhaitons un consultant localisé ou souhaitant déménager à la frontière ou au luxembourg</p><p>💶TJM : au profil !</p><p> </p><p>Pour réussir dans ce rôle:</p><p> </p><p>✅ Anglais et français courant</p><p>✅ 4-5 ans d'expérience minimum sur des solutions PAM</p><p>✅ Expertise sur CyberArk : (Installation CyberArk; Administration CyberArk; ; Développement de connecteurs CyberArk; Gestion de scripts Autolt et PowerShell)</p><p> </p><p>En tant qu'expert Cyber Ark, vos missions sont cruciales:</p><p> </p><p>1️⃣Résolution des incidents lié à CyberArk</p><p>2️⃣Configuration de l'outil CyberArk (plateforme, CCP, CP, Safe, PTA et Policies)</p><p>3️⃣Mise à jour des composants CyberArk</p><p>4️⃣Maintenance et création des connecteurs dans CyberArk</p><p>5️⃣Onboarding des comptes dans CyberArk</p><p>6️⃣Création et maintenance des scripts PAM en fonction des besoins</p><p>7️⃣Documentation des processus PAM</p><p>8️⃣Garantir la qualité des solutions et services rendus</p><p>9️⃣Collaboration avec les autres équipes techniques en charge de l'informatique de la banque</p><p>✅ Anglais et français courant</p><p>✅ 4-5 ans d'expérience minimum sur des solutions PAM</p><p>✅ Expertise sur CyberArk : (Installation CyberArk; Administration CyberArk; ; Développement de connecteurs CyberArk; Gestion de scripts Autolt et PowerShell)</p><p>environnement de travail multiculturel</p><p>langue requis: français</p><p>anglais professionnel</p><p>idéalement un consultant souhaitant déménager au luxembourg ou vivre comme frontalier</p><p></p>",Luxembourg,460-730 €⁄j,https://www.free-work.com/fr/tech-it/consultant/job-mission/consultant-cyberark-pam-luxembourg,"
      Freelance
    "
"
      Ingénieur CyberArk Defender MRO
    ","<p><strong>o Design de Solutions - Conception et mise en place d'infrastructures, de systèmes et d'applications<br>o Maintien en Conditions Opérationnelles et de Sécurité (MCO / MCS) des infrastructures et ressources autour de la solution Bastion CyberArk (gestion des ressources et de la disponibilité de l'applicatif, patch management, migrations ...)<br>o Monitoring et intervention sur les incidents de production dans le respect des engagements de service et SLA associés<br>o Participation aux exercices de PCA&amp;PRA (continuité de service)<br>o Support aux équipes projets sur des points complexes relevant de votre domaine de compétence<br>o Mise en oeuvre de solutions d'automatisation<br>o Application et développement des bonnes pratiques métier et de sécurité<br>o Amélioration continue des outils et des processus<br>o Participation à des réponses à Appel d'Offres</strong></p><p><strong>o Esprit d'analyse o Bonnes capacités de rédaction o Communication o Démarche proactive</strong></p><p><strong>o Anglais o PAM, CyberArk, Vault, Active Directory o CPM (Central Policy Manager), PSM (Privilege Session Manager), MFA (Multi-Factor Authentication) o Système Windows (Server 2016-2019) &amp; Linux (Ubuntu, CentOS) o Scripting et Automatisation (Python, Bash, Html, DevOps, Ansible, Docker, Terraform) o Supervision (Zabbix, Centreon) o Cloud &amp; Virtualisation (Azure, AWS, VMWare) o Architecture technique &amp; design de solutions o Agile SAFe</strong></p><p><strong>o Anglais o PAM, CyberArk, Vault, Active Directory o CPM (Central Policy Manager), PSM (Privilege Session Manager), MFA (Multi-Factor Authentication) o Système Windows (Server 2016-2019) &amp; Linux (Ubuntu, CentOS) o Scripting et Automatisation (Python, Bash, Html, DevOps, Ansible, Docker, Terraform) o Supervision (Zabbix, Centreon) o Cloud &amp; Virtualisation (Azure, AWS, VMWare) o Architecture technique &amp; design de solutions o Agile SAFe</strong></p>","Toulouse, Occitanie",100-300 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur/job-mission/ingenieur-cyberark-defender-mro,"
      Freelance
    "
"
      Expert Sécurité Cyberark
    ","<p><strong>Contexte de la mission :</strong></p><p>Contribuer à la mise en œuvre et au déploiement de cyberark .</p><p> <strong>MISSIONS :</strong></p><p>Accompagner les équipes techniques à mettre en œuvre la solution et de faciliter l’adoption des administrateurs.</p><p>En lien avec le chef de projet, l’éditeur et l’équipe interne :</p><p>-              Animer les réunions avec les différentes parties prenantes (éditeur, prestataires, administrateurs) ;</p><p>-              Accompagner le OnBoarding du premier lot d’administrateurs (cible 100 administrateurs) ;</p><p>-              Conseiller sur les sujets d’architecture (supervision, sauvegarde, exploitation) ;</p><p>-              Industrialiser l’administration de la solution (habilitations, automatisation de la création des coffres, gestion de l’AD)</p><p>-              Décrire et éprouver les procédures d’exploitation (bris de glace, maintenance, montées de version) ;</p><p>-              Apporter son expertise sur la solution CyberArk (implémentation, fonctionnalités, répondre aux questions des administrateurs) ;</p><p>-              Produire des livrables (procédures, documentation technique ; accompagnement des utilisateurs) ;</p><p>Avoir une première expérience réussie d’intégration et de mise en production de la solution CyberArk PAS.</p><p>-              Animer les réunions avec les différentes parties prenantes (éditeur, prestataires, administrateurs) ;</p><p>-              Accompagner le OnBoarding du premier lot d’administrateurs (cible 100 administrateurs) ;</p><p>-              Conseiller sur les sujets d’architecture (supervision, sauvegarde, exploitation) ;</p><p>-              Industrialiser l’administration de la solution (habilitations, automatisation de la création des coffres, gestion de l’AD)</p><p>-              Décrire et éprouver les procédures d’exploitation (bris de glace, maintenance, montées de version) ;</p><p>-              Apporter son expertise sur la solution CyberArk (implémentation, fonctionnalités, répondre aux questions des administrateurs) ;</p><p>-              Produire des livrables (procédures, documentation technique ; accompagnement des utilisateurs) ;</p><p>Avoir une première expérience réussie d’intégration et de mise en production de la solution CyberArk PAS.</p>","Le Mans, Pays de la Loire",100-650 €⁄j,https://www.free-work.com/fr/tech-it/administrateur-securite/job-mission/expert-securite-cyberark-1,"
      Freelance
    "
"
      Expert Active directory
    ","<p>PROPULSE IT accompagne ses clients grands comptes et PME dans la mise en œuvre des projets It et digitaux. <br><br>PROPULSE IT est un réseau de consultants à forte valeur ajoutée, complètement associé à notre démarche qualité de suivi des besoins et projets de nos clients.<br>A ce jour, le réseau de freelance PROPULSE IT comporte plus de 18000 consultants sur toute la France, et couvre l'ensemble des besoins IT et digitaux.<br>En constituant ce réseau par cooptation de clients ou de consultants, nous avons privilégié la constance dans le savoir-faire technique et le savoir-être, pour devenir un véritable partenaire privilégié de nos clients.<br><br>Parallèlement, nous savons développé un réseau de partenaires sélectionnées pour leur expertise technique, et l'adhésion aux valeurs de notre entreprise.<br><br>Aujourd'hui PROPULSE IT est une société en pleine croissance organique, Champion de la Croissance du journal Les Echos 4 années consécutives. <br>Ce développement s'appuie sur la qualité et la pérennité des missions réalisées. <br>La satisfaction client est ainsi liée à l'épanouissement des consultants !<br><br>Alors, n'hésitez pas à postuler !<br><br>PROPULSE IT recherche un Expert Active Directory pour renforcer les aquipes d'un de ses clients.<br><br>Au sein de l'entité Expertise et Stratégie de la Production, l'équipe de gestion des Identité et des Service Transverses est chargée de la conception, de mise en œuvre et du maintien des solutions de gestion de l'identité et des accès.<br><br>Cette équipe souhaite renforcer son pôle de compétences Active Directory, avec une prestation d'expert technique sur les technologies Microsoft afin de l'assister sur les projets et actions d'ingénieries ainsi que sur les missions de support niveau 3 / conseil / expertise aux équipes de la production et des différents utilisateurs des services.<br><br>Les technologies sont les suivantes :<br><br>? Un service de gestion des authentifications et de l'identité numérique des authentifications bureautique :<br>o Microsoft Active Directory 2016<br>o Microsoft Active Directory 2019<br>o Microsoft Pass-Through Authentication<br>o Microsoft Entra-ID<br><br>? Un service de provisionning des comptes dans l'Active Directory :<br>o Microsoft Identity Manager<br><br>? Un service de provisionning des comptes dans Entra ID (Azure Active Directory)<br>o Microsoft Azure Active Directory Connect<br>? Un service de gestion des accès aux serveurs et services de la production (bastion)<br>o Wallix<br><br>L'objectif de la mission est d' accompagner sur :<br>? La mise en œuvre des évolutions fonctionnelles et techniques des solutions<br>-Traiter les projets de mise en œuvre de nouveaux services.<br>- Traiter les projets ou sujets d'évolutions.<br>- Fournir les comptes rendus des réunions réalisées avec les différents acteurs du projet<br><br>? Le support (du N1 au N3) aux équipes du pole production et des utilisateurs<br>- Assurer le support des solutions actuellement utilisées.<br>- Réaliser les escalades aux niveaux de support supérieur quand cela est nécessaire.<br>- Fournir de manière mensuel les statistiques de traitement des incidents et des problèmes.<br><br>? La mise en place de documentations techniques permettant d'améliorer les actions<br>d'administration.<br><br>Les compétences techniques attendues sont les suivantes (par ordre de priorité) :<br><br>- Expérience sur l'ingénierie (mise en œuvre et administration technique) Microsoft Active Directory<br>- Expérience sur l'ingénierie (mise en œuvre et administration technique) Microsoft Entra ID (Azure Active Directory)<br>- Connaissance Microsoft Azure Active Directory Connect<br>- Connaissance Microsoft Identity Manager<br>- Une expérience sur une solution de bastion (Wallix)<br><br>Les compétences fonctionnelles attendues sont les suivantes :<br>? Expérience sur la réalisation de projet technique<br>? Expérience sur le traitement des incidents</p>","Paris, France",,https://www.free-work.com/fr/tech-it/expert/job-mission/expert-active-directory-129,"
      Freelance
    "
"
      n(e) Ingénieur AM solution SailPoint identityIQ.
    ","<p><strong>L'Ingénieur IAM (« Gestion des Identité et Accès ») </strong>sera intégré(e) à la direction technique, composée de 20 personnes, ayant la responsabilité entre autre, de l’ensemble de l’activité IAM en France incluant les phases de Build &amp; Run. </p><p>Quatre personnes sont dédiées aux activités IAM dont le périmètre couvre la gestion des identités des employés, praticiens, vacataires et nombreux prestataires pour un total d’environ 40000 identités ainsi que des identités génériques, des comptes de services ou des comptes d’automates RPA. </p><p><strong>Les missions principales</strong> : </p><p><u>Conception et Intégration IAM</u> : Sailpoint, Okta, Wallix - collaboration avec les équipes sécurité, architecture, chefs de projets techniques, services études de la DSI, éditeurs ; définition des besoins, conception, spécifications, mise en service, améliorations des pratiques. </p><p><u>Conduite du changement IAM</u> : construire et animer les phases d’accompagnement des utilisateurs lors de la transformation de leur environnement de travail. </p><p><u>Chefferie de projets techniques IAM :</u> Gestion des identités et accès ; piloter des chantiers d’évolutions, de déploiements centraux ou régionaux, assurer l’intégration de des autres projets de la DSI avec les solutions d’IAM. </p><p>Contribution à l’expertise technique et méthodologique pour les diverses parties prenantes des projets</p><p>Pilotage de tiers et sous-traitants : éditeurs, ESN et développeurs IAM et sécurité, services managés IAM, experts divers et indépendants.</p><p>Communication : assurer la synchronisation des acteurs, faciliter, coordonner, expliquer. </p><p>Contribution à la mise en place et au pilotage du RUN de l’IAM avec un prestataire en charge des Services Managés IAM. </p><p>Outillage : Respect des outils et méthodes en place, et contribution à leur amélioration. </p><p>Documentation : Suivi et contributions aux livrables opérationnels (dossiers techniques) et alimentation du référentiel documentaire de l’entreprise</p><p>Activité rédactionnelle : mails, suivi, compte-rendu, synthèse, documents associés au pilotage de projets </p><p>Management transverse de divers parties prenantes ; chefferie de projet ; contribution active à la bonne qualité de vie au sein de la DSI et de la Direction technique.</p><p>Vous êtes titulaire d’un Bac+4/5 en informatique (ingénieur ou cursus universitaire) et vous disposez d’une expérience significative de 5 ans et plus en ESN ou en entreprise et dans la conception, l’intégration et le MCO de solutions d’IAM d’entreprise autour de la solution Sailpoint (IQ)</p><p>En tant qu’Expert technique, vous possédez en priorité des compétences IAM sur l’écosystème Sailpoint : architecture, spécifications, pilotage de prestation de réalisation, intégration, architecture, revue/contribution au code, déploiement, exploitation, etc. </p><p>Des compétences Okta, Fédération d’identité et Wallix sont un plus mais pourront s’acquérir dans la durée. Le poste requiert également une aptitude confirmée à la conduite de projet technique : chefferie de projet des chantiers d’évolutions des plateformes d’IAM, pilotage de chantiers d’intégration à l’IAM des applications métiers clientes pour le compte d’autres services de la DSI ou RSSI.</p><p><strong>Expertise technique (60%) : </strong>. Design intégration et développement logiciel autour de la solution Sailpoint IQ (Java) . Une certification Sailpoint sera appréciée . Conception, architecture des systèmes IAM centraux : modélisation des données SIRH, workflow IAG/IAM, connecteurs et flux SIRH, provisionning des applicatifs du SI, cinématiques d’authentification et d’autorisation (RBAC, etc.). . AMOA : Conception / Spécifications pour l’intégration IAM des applications et services métiers du SI Protocoles d’authentification, fédération d’identité : LDAP, OAuth, SAML, OpenID Connect, SSO, MFA, etc. . Privilege Access Management (PAM) : Design / Intégration des solutions de Bastion (Wallix) . Démarches de conduite du changement (utilisateur, support) </p><p><strong>Démarche projet (40%) :</strong> . Cadrage, pilotage et gestion de projet ; Planification, Animation, Reporting . Pilotage de développements logiciels : spécifications, développement externalisé, intégration, recette . Ordonnancement, Chronogrammes, et plus généralement suivi fin des tâches confiées . Recettes techniques, Recettes de sécurité, Mise en production, Rollback . Livrables projets, Dossiers techniques et dossiers d’exploitation . Alerte, Traitement des non-conformités, Escalades . Suivi des ressources (budgets, charges) . Transfert en RUN / Services managés ; outils et procédures ; pilotage, suivi, indicateurs La maitrise de l’anglais est souhaitable pour l’accès à la documentation technologique générale des produits IT, échanger avec des entités internationales du groupe (Australie, Suède/Norvège/Danemark, UK) ou des fournisseurs et sous-traitants divers ; mais non indispensable.</p>","Cergy, Île-de-France",100-540 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur/job-mission/n-e-ingenieur-am-solution-sailpoint-identityiq,"
      Freelance
    "
"
      Consultant Sécurité Expert Wallix
    ","<p>Notre client, expert en Cyber Sécurité et risk management, recherche un Consultant Sécurité Expert Wallix pour travailler sur une mission dans le domaine bancaire.</p><p>Contexte :</p><p>Expert Wallix pour support de niveau 3 au sein de l'entité qui gère toute l'IT du groupe bancaire.</p><p>Objectif maintenir la solution et le support pour une durée d'1 an avant son déconditionnement </p><p>Localisation : Saint Quentin en Yvelines ou Annecy</p><p>Démarrage dès que possible</p><p>Durée : 6 mois renouvelables</p><p>2j de TT par semaine</p><p>Intéressé(e) ?</p><p><strong>Profil recherché :</strong></p><ul><li><p>Expérience confirmée dans le support de niveau 3 pour la solution Wallix, de préférence dans le secteur bancaire ou financier.</p></li><li><p>Excellentes compétences en résolution de problèmes et en analyse technique.</p></li><li><p>Bonne compréhension des principes de la gestion des identités et des accès (IAM).</p></li><li><p>Capacité à travailler de manière autonome tout en collaborant efficacement avec les équipes multidisciplinaires.</p></li><li><p>Excellentes compétences en communication écrite et verbale en français.</p></li></ul><p></p><p><strong>Localisation :</strong> Saint Quentin en Yvelines ou Annecy</p><p><strong>Démarrage :</strong> Dès que possible</p><p><strong>Durée :</strong> 6 mois renouvelables</p><p><strong>Conditions de travail :</strong> 2 jours de télétravail par semaine</p>","Île-de-France, France",100-700 €⁄j,https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/consultant-securite-expert-wallix,"
      Freelance
    "
"
      CONSULTANT BASTION WALLIX PARIS
    ","<p>Pour une mission très long terme sur PARIS , nous cherchons un consultant TECHNIQUE BASTION Wallix avec une expérience en chefferie de projet<br><br>Obligatoire: <br> Vous avez déjà une expérience dans le déploiement de l’outil Bastion Wallix<br> La connaissance et la compétence sur l’outil Wallix est obligatoire<br> Vous avez une expérience avérée comme chef de projet<br><br><br>Remote 2 jours par semaine <br>Poste en CDI : Temps plein (Salaire à discuter) avec <br> Bonus de performance <br> Bonus de publication <br> Autres bonus et avantages (Mutuelle et prévoyance, tickets repas) <br><br>Poste Ouvert aux freelances (Tarif suivant expérience) <br><br>Détail technique du profil <br><br>1 Connaissance technique et fonctionnel sur la solution Wallix<br> Idéalement des expériences significatives en environnement Windows et Linux<br> Connaissance protocoles: Kerberos LDAP et Idéalement connaissance de l’interopérabilité solution Redhat IDM<br> Connaissance en gouvernance des accés à privilèges<br>2 Compétences en chefferie de projet <br> Gestion planning, budget<br>3 Compétences rédactionnelles<br> Procédure, dossier d’exploitation<br> Documentation<br>4 Capacité à assurer le troubleshooting et le MCO de la solution<br>5 Capacité à communiquer et à conduire de changement<br> Communication aux utilisateurs techniques<br> Communication aux TMA<br> Communication de la direction<br><br><br><br> Votre rôle comme chef de projet <br> Préparer/organiser/animer les différents comités du projet <br> Gérer le budget alloué au projet <br> Organiser des workshops et coordonner les différents contributeurs techniques du projet <br> Gérer les risques éventuels du projet <br> Organiser le déploiement de l’outil Wallix <br> Préparer et décrire les workflows et les processus de gestion d’accès aux assets techniques <br> Définir la gouvernance de la phase RUN <br> Etre en relation avec l’éditeur de la solution et coordonner les actions <br><br> Soft skills <br> Etre un bon communiquant <br> Avoir de l’esprit d’équipe <br> Savoir gérer le stress et la pression <br> Etre bien organisé et savoir prioriser les taches <br> Savoir prendre des initiatives <br> Etre autonome dans ses taches</p><p>Pour une mission très long terme sur PARIS , nous cherchons un consultant TECHNIQUE BASTION Wallix avec une expérience en chefferie de projet<br><br>Obligatoire: <br> Vous avez déjà une expérience dans le déploiement de l’outil Bastion Wallix<br> La connaissance et la compétence sur l’outil Wallix est obligatoire<br> Vous avez une expérience avérée comme chef de projet</p><p>La plateforme www.cogniwavedynamics.com<br><br>CogniWave Dynamics est une société de consulting avec un esprit Start-up et des projets en Intelligence artificielle<br><br>Notre société a deux activités:<br><br> UNE ACTIVITÉ DE CONSEIL : Nous avons développé un outil interne qui optimise/facilite la recherche de profils. Il s’agit d’un outil développé en PYTHON (Plateforme interne utilisant du Natural Language Processing, du Machine Learning et de l’IA générative (partie LLMs) pour la pré-sélection de profils. (Méthode de scoring / Explicabilité)).<br><br>Nous intervenons sur les métiers de la banque et de l’assurance, de l’IT et de la business Intelligence , des nouvelles technologies, de la cybersécurité et de l’intelligence artificielle.<br><br> UNE ACTIVITÉ PROJET LIÉE À LA SCIENCE DES DONNÉES / IA : Nous réalisons des POCs (puis des mises en productions) en science des données basés sur des cas d’usage, soit sur votre proposition, soit à votre demande : Nous pouvons vous proposer des cas d’application concrets<br><br>Nous avons donc une expertise en LLM, qui peut être appliquée à d’autres sujets de traitement automatisé de documents, ou d’analyse de sentiments ; et d’images ou de vidéos. (CNN/RNN/ Deep Learning/ SORA) <br><br>LES APPLICATIFS sont variés (Documents bancaires et d’assurance, comptables, médicaux, juridiques, aml-kyc, ..)<br><br><br><br>Nous offrons<br><br> L’opportunité de rejoindre une équipe diversifiée, multinationale et dynamique composée de personnes talentueuses et passionnées possédant un large éventail de compétences analytiques et techniques.<br> Un excellent environnement de travail avec un espace pour définir votre propre spécialisation et carrière au sein de notre structure plate et flexible.<br> L’opportunité de prendre rapidement des initiatives et des responsabilités dans une entreprise à croissance rapide.<br> Des programmes de formation étendus et adaptés à vos besoins personnels, tant sur le plan technique que sur le plan humain.<br> Coaching et mentorat par des collègues plus expérimentés.<br> Rémunération attrayante et avantages extralégaux (programme de mobilité, mutuelle, etc.)<br> Possibilité de voyager dans les pays européens</p>","Paris, France",600-680 €⁄j,https://www.free-work.com/fr/tech-it/consultant/job-mission/consultant-bastion-wallix-paris,"
      Freelance
    "
"
      CONSULTANT TECHNQUE BI DATA EXPERT SSIS SQL SERVEUR AZURE DEVOPS
    ","<p>PROPULSE IT accompagne ses clients grands comptes et PME dans la mise en œuvre des projets It et digitaux. <br><br>PROPULSE IT est un réseau de consultants à forte valeur ajoutée, complètement associé à notre démarche qualité de suivi des besoins et projets de nos clients.<br>A ce jour, le réseau de freelance PROPULSE IT comporte plus de 18000 consultants sur toute la France, et couvre l'ensemble des besoins IT et digitaux.<br>En constituant ce réseau par cooptation de clients ou de consultants, nous avons privilégié la constance dans le savoir-faire technique et le savoir-être, pour devenir un véritable partenaire privilégié de nos clients.<br><br>Parallèlement, nous savons développé un réseau de partenaires sélectionnées pour leur expertise technique, et l'adhésion aux valeurs de notre entreprise.<br><br>Aujourd'hui PROPULSE IT est une société en pleine croissance organique, Champion de la Croissance du journal Les Echos 4 années consécutives. <br>Ce développement s'appuie sur la qualité et la pérennité des missions réalisées. <br>La satisfaction client est ainsi liée à l'épanouissement des consultants !<br><br>Alors, n'hésitez pas à postuler !<br><br>CONSULTANT BI DATA EXPERT SSIS SQL SERVEUR AZURE DEVOPS<br><br>Expérience ciblée : PLUS DE 10 ANS<br><br>Compétences impératives<br><br>- Compétences techniques :<br><br>Conception / Modélisation BI (Flux &amp; modèles de données)<br><br>Expériences significatives sur la mise en place complète de projets BI Data ETL (conception, modélisation, réalisation) et sur le RUN en environnement Full Microsoft (SSIS, SQL Server : Modélisation, procédures stockées, optimisation SQL, etc.).<br><br>Connaissance et mise en œuvre de la suite Microsoft AZURE DEVOPS (Git, Board Agile, Pipeline de déploiement CI/CD).<br><br>Anglais professionnel courant<br><br>- Compétences organisationnelles<br><br>Expérience significative sur l'implémentation de projets BI d'intégration de données (datawarehouse &amp; datamarts)<br><br>Avoir la capacité de mener des mini-projets en autonomie tout en étant accompagné par un(e) maitrise d'ouvrage et/ou le métier.<br><br>Capacité à s'organiser, à s'adapter sur les priorités, à synthétiser l'état d'avancement de ses activités et à remonter les alertes si besoin.<br><br>- Compétence(s) appréciée(s) :<br><br>Outils de reporting BI : TABLEAU, IBM Cognos, Power BI<br><br>Habitué aux relations avec des partenaires offshore<br><br>Certifications sur la suite MSBI<br><br>- Descriptif détaillé de la mission :<br><br>Assurer le RUN des applications existantes (ETL, Bases de données, support niveau 3)<br><br>Comprendre les enjeux métier, problématiques à résoudre et opportunités à concrétiser.<br><br>Echanger et challenger les besoins métiers avec les équipes AMOA BI en tenant compte des contraintes techniques.<br><br>Proposer, concevoir et spécifier des solutions techniques viables, évolutives et tenant compte de l'existant.<br><br>Rédaction des documents techniques (spécification techniques, document d'exploitation...etc).<br><br>Conseiller, proposer des axes d'amélioration, alerter si besoin.<br><br>","Nanterre, Île-de-France",,https://www.free-work.com/fr/tech-it/administrateur-sql/job-mission/consultant-technque-bi-data-expert-ssis-sql-serveur-azure-devops-13,"
      Freelance
    "
"
      Expert Sécurité RSSI
    ","<p><strong>Contexte de la mission :</strong></p><p>Le RSSI filiale/entité fait partie de la filière Cybersécurité .</p><p>Il réalise ses missions au sein de l’entité/filiale pour laquelle il a été missionné et rend compte fonctionnellement au RSSI du groupe.</p><p>Il décline la PGSSI du groupe au sein de son entité/filiale de rattachement, est l’interlocuteur Cybersécurité du groupe et s’assure de la cohérence et de l’alignement entre les mesures mises en œuvre au sein de son entité et celles mises en œuvre au sein du groupe.</p><p>Le RSSI filiale/entité est un conseiller et un facilitateur des sujets de cybersécurité pour les directions métiers et le management de son entité de rattachement. Il accompagne son entité dans la montée en maturité sur les sujets de cybersécurité en lien avec la filière groupe.</p><p>Il dispose d’excellentes capacités de communication et de vulgarisation des sujets de cybersécurité, a un bon esprit de synthèse et une culture du reporting.</p><p> </p><p><strong>MISSIONS :</strong></p><p>Décliner la PGSSI et l’appliquer au sein de l’entité/filiale ;           </p><p>Proposer pour l’entité/filiale une feuille de route en fonction des directives Groupe et les règlementations en vigueur ;</p><p>Développer la culture cybersécurité au sein de l’entité/filiale ;</p><p>Déployer les processus de cybersécurité clés (Intégration de la sécurité dans les projets, détection et gestion des vulnérabilités…)</p><p>Assurer une veille règlementaire et technique sur le périmètre de l’entité/filiale</p><p>Identifier les risques spécifiques à l’entité/filiale et les remonter au mangement de l’entité ainsi qu’au RSSI Groupe ;</p><p>Assurer le suivi de la feuille de route de mise en conformité à la réglementation DORA en lien avec les exigences du groupe et les spécificités de l’entité/filiale ;</p><p>Apporter une assistance, conseil et expertise aux différentes directions métiers de l’entité/filiale ;</p><p>Assurer le suivi et l’évaluation périodique de la maturité en cybersécurité de l’entité ;</p><p>Etablir un reporting global au niveau de l’entité /filiale et Groupe;</p><p>Répondre aux besoins d’audit de sécurité du groupe au sein de l’entité/filiale;</p><p><strong>Profil :</strong></p><p>•             RSSI, RSSI Adjoint, RSSI de transition</p><p>•             +8 ans d’expérience en cyber</p><p>•             Connaissances ISO 27001 ; 27002 ; 27005 ; NIST, DORA</p><p> </p>","Paris, France",100-680 €⁄j,https://www.free-work.com/fr/tech-it/administrateur-securite/job-mission/expert-securite-rssi,"
      Freelance
    "
"
      Consultant gouvernance et sécurité (H/F)
    ","<p>Espace-Freelance, réseau de consultants indépendants, recherche pour l’un de ses clients directs : Consultant gouvernance et sécurité (H/F)</p><p>Mission à pourvoir en région parisienne</p><p> </p><p>Compétences obligatoires :</p><p>-       Management de projet</p><p>-       Management des risques cyber</p><p>-       Si possible une certification comme CISSP, CISM, ISO27001, ISO27005</p><p> </p><p>Votre mission :</p><p>-       Vous définissez les politiques et stratégies de sécurité</p><p>-       Vous pilotez la roadmap SSI ainsi que le plan annuel</p><p>-       Vous accompagnez les collaborateurs à la SSI et à la protection des données personnelles</p><p>-       Vous identifiez les risques de sécurité du point de vue Métier</p><p>-       Vous mettez en place un référentiel de contrôles permanents</p><p>-       Vous participez aux revues de sécurité et tests d’intrusion</p><p>-       Vous suivez les plans de remédiation dans le but de réduire les risques</p><p> </p><p>Vous avez de l’expérience sur un poste similaire</p><p><strong> </strong></p><p><strong>REFERENCE :</strong> EFP/ODVB/COGOSE</p><p>Vous avez de l’expérience dans le management des risques Cyber et le management de projets.</p><p>C’est un plus d’avoir une certification comme CISSP, CISM, ISO27001 et ISO27005</p><p>Vous serez en relation avec différentes parties prenantes du projet, vous avez donc de bonnes capacités d’écoute et de communication</p><p>Vous êtes en mesure de vous déplacer sur le site du client à raison de trois jours par semaine minimum</p>","Paris, France",100-700 €⁄j,https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/consultant-gouvernance-et-securite-h-f,"
      Freelance
    "
"
      Consultant SSI - ISP (H/F)
    ","<p>Pour l'un de nos clients grand compte situé en Ile-de-France, dans le cadre d'une mission de longue durée permettant du télétravail, nous recherchons un Consultant ISP - SSI (H/F)<br><br>Ses missions :</p><ul><li><p>Analyses de risques</p></li><li><p>Conformité RGPD</p></li><li><p>Rédaction PACS</p></li><li><p>Conseil sur la sécurité existante</p></li><li><p>Respect de la PGSSI</p></li><li><p>Formulation d'exigences de sécurité</p></li><li><p>Rédaction et élaboration de documentation</p></li><li><p>Veiller au MCS des applications</p><p></p></li><li><p>Profil recherché : </p></li><li><p>minimum 4 ans d'expérience en ISP, GRC</p></li><li><p>Collaborer avec d'autres équipes</p></li><li><p>Contrôler la mise en oeuvre des règles de sécurité de la PGSSI</p></li><li><p>Gestion des incidents et des alertes</p></li></ul><p>Pour l'un de nos clients grand compte situé en Ile-de-France, dans le cadre d'une mission de longue durée permettant du télétravail, nous recherchons un Consultant ISP - SSI (H/F)<br><br>Ses missions :</p><ul><li><p>Analyses de risques</p></li><li><p>Conformité RGPD</p></li><li><p>Rédaction PACS</p></li><li><p>Conseil sur la sécurité existante</p></li><li><p>Respect de la PGSSI</p></li><li><p>Formulation d'exigences de sécurité</p></li><li><p>Rédaction et élaboration de documentation</p></li><li><p>Veiller au MCS des applications</p><p></p></li><li><p>Profil recherché : </p></li><li><p>minimum 4 ans d'expérience en ISP, GRC</p></li><li><p>Collaborer avec d'autres équipes</p></li><li><p>Contrôler la mise en oeuvre des règles de sécurité de la PGSSI</p></li><li><p>Gestion des incidents et des alertes</p></li></ul><p>Pour l'un de nos clients grand compte situé en Ile-de-France, dans le cadre d'une mission de longue durée permettant du télétravail, nous recherchons un Consultant ISP - SSI (H/F)<br><br>Ses missions :</p><ul><li><p>Analyses de risques</p></li><li><p>Conformité RGPD</p></li><li><p>Rédaction PACS</p></li><li><p>Conseil sur la sécurité existante</p></li><li><p>Respect de la PGSSI</p></li><li><p>Formulation d'exigences de sécurité</p></li><li><p>Rédaction et élaboration de documentation</p></li><li><p>Veiller au MCS des applications</p><p></p></li><li><p>Profil recherché : </p></li><li><p>minimum 4 ans d'expérience en ISP, GRC</p></li><li><p>Collaborer avec d'autres équipes</p></li><li><p>Contrôler la mise en oeuvre des règles de sécurité de la PGSSI</p></li><li><p>Gestion des incidents et des alertes</p></li></ul>","Paris, France",100-590 €⁄j,https://www.free-work.com/fr/tech-it/consultant/job-mission/consultant-ssi-isp-h-f,"
      Freelance
    "
